894,27,4095,6500,773,14,4095,6533,850,84,4095,6472,852,34,23,6494,856,28,24,6507,851,27,25,6494,0.22202,0.019384,-0.14569,1
894,37,4095,6499,773,14,4095,6532,850,84,4095,6473,852,36,22,6494,854,24,24,6507,850,24,24,6494,0.28616,2e-06,-0.14229,1
894,27,4095,6500,773,15,4095,6532,850,85,4095,6473,852,35,22,6495,854,28,24,6506,850,21,25,6494,0.43716,-0.042949,-0.12737,1
894,29,4095,6500,773,14,4095,6532,850,84,4095,6473,852,40,22,6496,854,24,25,6506,850,24,25,6494,0.56769,-0.07318,-0.090681,1
894,27,4095,6501,774,9,4095,6532,850,83,4095,6472,852,33,23,6496,855,27,26,6506,850,27,25,6494,0.70266,-0.088005,-0.017509,1
894,27,4095,6500,772,14,4095,6533,850,80,4095,6472,852,34,22,6497,854,27,24,6506,850,29,25,6496,0.81626,-0.10797,-0.09692,1
894,28,4095,6501,772,15,4095,6533,850,81,4095,6472,852,33,24,6496,854,27,24,6506,850,30,25,6495,0.92123,-0.12868,-0.085837,1
894,27,4095,6501,772,14,4095,6533,850,84,4095,6474,852,34,23,6497,854,24,24,6507,850,25,24,6494,1.0934,-0.15332,-0.052673,1
894,28,4095,6501,772,15,4095,6533,850,83,4095,6472,852,35,22,6497,854,27,21,6506,850,25,25,6496,1.1757,-0.17218,-0.037337,1
894,30,4095,6500,773,15,4095,6533,850,82,4095,6473,852,34,16,6497,854,19,24,6507,849,23,25,6495,1.3884,-0.1811,0.00782,1
894,28,4095,6500,772,15,4095,6533,850,84,4095,6473,852,34,21,6497,855,28,24,6507,850,23,23,6494,1.4811,-0.18157,0.010376,1
894,27,4095,6500,772,15,4095,6534,850,83,4095,6473,852,27,23,6496,855,25,24,6506,849,27,25,6495,1.6821,-0.18093,-0.009316,1
894,29,4095,6501,772,15,4095,6533,850,84,4095,6473,852,34,4095,6498,855,25,4095,6504,850,28,26,6494,1.7521,-0.18164,0.003025,1
894,27,4095,6500,772,14,24,6534,850,84,4095,6474,852,33,4095,6497,856,21,4095,6506,848,27,25,6496,1.9816,-0.17947,0.10665,1
894,29,4095,6501,772,15,24,6533,850,85,4095,6473,852,34,4095,6498,856,27,4095,6504,850,25,4095,6495,2.0824,-0.18597,0.1296,1
894,28,4095,6501,772,13,19,6534,850,86,4095,6474,852,33,4095,6499,856,23,4095,6506,848,26,4095,6496,2.2354,-0.14285,0.009004,1
894,29,4095,6502,772,14,29,6533,850,84,4095,6474,852,34,4095,6499,855,26,4095,6505,848,26,4095,6495,2.3514,-0.14217,-0.061382,1
894,28,4095,6501,772,13,20,6533,850,83,4095,6473,852,31,4095,6499,856,24,4095,6504,848,28,4095,6495,2.5377,-0.17709,-0.094858,1
